,Unnamed: 0,id,fecha_de_i,fecha_fina,fechaasign,fechalegal,nombreunid,codestado,codtrabajo,actividad,barrio,com1,com2,causal,orden,solicitud,cliente,producto,consecruta,codruta,x,y,id_download,sentinel_img_date,landsat_img_date,date_diff_img,date_diff_leak,sentinel_cloud,landsat_cloud,rmse
221,221,24238.0,2020-08-06,2020-08-06,2020-08-06,2020-08-06,FUGAS VEOLIA 2,8.0,10208.0,FTC - FUGA EN TUBERIA CENTRAL,LOMAS DE ORIENTE FRACC.,SE REPROTA FUGA EN MEDIO DE LA CALLE CON CARACTERISTICAS DE FUENTE CON MUCHA PRESION,"manguera,https://cloud.got-itsolutions.com/base/Tareas/ReportegenericoOrdenes/1525474686263","SE REPARA FTC, GENERA BA",17704856.0,,237805.0,237805.0,44.0,SECTOR 05/BLOQUE 11 - RUTA 517103,783319.637427,2425848.37741,24238.0,2020-07-13,2020-07-15,2 days,-24 days,1.782066,9.51,276.857146254939
222,222,25462.0,2020-08-06,2020-08-06,2020-08-06,2020-08-06,FUGAS VEOLIA 1,8.0,10208.0,FTC - FUGA EN TUBERIA CENTRAL,RODOLFO LANDEROS G. FRACC.,"CLIENTE SE COMUNICA PARA REPORTAR FUGA EN TUBERIA, MENCIONA QUE YA SE ACUDIO A REPARAR LA FUGA PERO MENCIONA NO SE TAPARON FUGAS QUE SE DETECTAN EN LA BANQUETA FUERA DE DOMICLIO","no cuenta con. medidor,https://cloud.got-itsolutions.com/base/Tareas/ReportegenericoOrdenes/1525474661877","SE REPARA FTC, GENERA BA",17805460.0,,68595.0,68595.0,178.0,SECTOR 05/BLOQUE 10 - RUTA 519947,784131.561167,2424688.32653,25462.0,2020-07-13,2020-07-15,2 days,-24 days,1.782066,9.51,280.7288425286986
223,223,25440.0,2020-08-06,2020-08-06,2020-08-06,2020-08-06,FUGAS VEOLIA 15,8.0,10208.0,FTC - FUGA EN TUBERIA CENTRAL,MORELOS I FRACC.,"PRIMERA CONSTITUCION 109   LT-35, MORELOS I FRACC.: SE REPORTA FUGA EN MEDIO DE LA CALLE CON CARACTERISTICAS DE FUENTE CON MUCHA PRESIÓN, LAPSO DE 24 A 48 HRS TEL: 4491916102","fuga entuberia central,https://cloud.got-itsolutions.com/base/Tareas/ReportegenericoOrdenes/1525474670642","SE REPARA FTC, GENERA BA",17831736.0,,197165.0,197165.0,10.0,SECTOR 10/BLOQUE 02 - RUTA MO0014,782080.849738,2419218.76717,25440.0,2020-07-13,2020-07-15,2 days,-24 days,1.782066,9.51,190.2561856491269
224,224,25461.0,2020-08-06,2020-08-06,2020-08-07,2020-08-07,CT - MANTTO. DE REDES,8.0,10208.0,FTC - FUGA EN TUBERIA CENTRAL,EL PUERTECITO FRACC.,,SE REPARO FUGA EN TOMA CENTRAL  ARROYO 1.00*1.00                                1 SEÑALAMIENTO,"SE REPARA FTC, GENERA BA",17885566.0,,310774.0,310774.0,100.0,SECTOR 05/BLOQUE 13 - RUTA 508712,784502.364258,2428250.56126,25461.0,2020-07-13,2020-07-15,2 days,-25 days,1.782066,9.51,296.64615121516675
225,225,25460.0,2020-08-06,2020-08-06,2020-08-07,2020-08-07,CT - MANTTO. DE REDES,8.0,10208.0,FTC - FUGA EN TUBERIA CENTRAL,TROJES DEL SOL FRACC.,"CLIENTE REPORTA FUGA DE AGUA EN BANQUETA, INDICA QUE LE DEJARON UN HULE DE BICICLETA PARA QUE SE DEJARA DE DESPERDICIAR EL AGAU //ARROYO EL MOLINO 420 INT-512   LT-512,  TROJES DEL SOL FRACC.",SE REPARO FUGA EN TOMA CENTRAL     ARROO 1.00*.80,"SE REPARA FTC, GENERA BA",17885651.0,,3373.0,3373.0,148.0,SECTOR 08/BLOQUE 01 - RUTA 818600,777063.2367,2427969.3812,25460.0,2020-07-13,2020-07-15,2 days,-25 days,1.782066,9.51,367.7874812288697
226,226,25408.0,2020-08-07,2020-08-07,2020-08-08,2020-08-08,CT - MANTTO. DE REDES,8.0,10208.0,FTC - FUGA EN TUBERIA CENTRAL,LOS PIRULES FRACC.,,SE REPARO FUGA EN TOMA CENTRAL  ARROYO 1.80*.90,"SE REPARA FTC, GENERA BA",17887156.0,,182750.0,182750.0,7.0,SECTOR 03/BLOQUE 02 - RUTA 314302,777113.702997,2420677.64487,25408.0,2020-07-13,2020-07-15,2 days,-26 days,1.782066,9.51,347.03609266137914
227,227,25585.0,2020-08-08,2020-08-08,2020-08-10,2020-08-10,CT - MANTTO. DE REDES,8.0,10208.0,FTC - FUGA EN TUBERIA CENTRAL,MUNICIPIO LIBRE FRACC.,,SE REPARO FUGA EN TUBERIA CENTRAL     ARROYO    1.40X1.20,"SE REPARA FTC, GENERA BA",17915871.0,,121538.0,121538.0,218.0,SECTOR 05/BLOQUE 09 - RUTA 519918,783886.714554,2423588.31907,25585.0,2020-07-13,2020-07-15,2 days,-28 days,1.782066,9.51,268.41510020844026
228,228,25455.0,2020-08-08,2020-08-08,2020-08-07,2020-08-10,CT - MANTTO. DE REDES,8.0,10208.0,FTC - FUGA EN TUBERIA CENTRAL,GOMEZ PORTUGAL COL.,ES A MEDIA CALLE,SE REPARO FUGA EN TUBERIA CENTRAL      ARROYO    2.30X.80     1.00X.90  1.10X.80    1.00X1.00        3 SEÑALAMIENTOS DE PLASTICO  4 SEÑALAMIENTOS,"SE REPARA FTC, GENERA BA",17885595.0,,44867.0,44867.0,147.0,SECTOR 05/BLOQUE 05 - RUTA 513704,782668.352872,2421091.46406,25455.0,2020-07-13,2020-07-15,2 days,-28 days,1.782066,9.51,397.5862185638366
229,229,25488.0,2020-08-10,2020-08-10,2020-08-11,2020-08-11,CT - MANTTO. DE REDES,8.0,10208.0,FTC - FUGA EN TUBERIA CENTRAL,VISTAS DE ORIENTE FRACC.,,SE REPARO FUGA EN TOMA     ARROYO ASFALTO 2.00X1.50,"SE REPARA FTC, GENERA BA",17971768.0,,4644.0,4644.0,22.0,SECTOR 05/BLOQUE 07 - RUTA 520007,785176.86,2422141.415,25488.0,2020-07-13,2020-07-15,2 days,-29 days,1.782066,9.51,227.061020685393
230,230,25525.0,2020-08-11,2020-08-11,2020-08-11,2020-08-11,FUGAS VEOLIA 1,8.0,10208.0,FTC - FUGA EN TUBERIA CENTRAL,OJOCALIENTE III   FRACC.,"USUARIO REPORTA FUGA EN ARROYO VEHICULAR UN CHARCO CON BROTE PEQUEÑO, REPARACION YA ANTERIOR EN ESE APARTADO, 72 HRS AFECTADO","se repararon 4 domicilios numero 519 517 y 518 y520,https://cloud.got-itsolutions.com/base/Tareas/ReportegenericoOrdenes/1525474824906","SE REPARA FTC, GENERA BA",17885361.0,,246934.0,246934.0,6.0,SECTOR 05/BLOQUE 06 - RUTA 519904,784421.395971,2421744.05451,25525.0,2020-07-13,2020-07-15,2 days,-29 days,1.782066,9.51,198.40938372015833
231,231,25138.0,2020-08-11,2020-08-11,2020-08-11,2020-08-11,FUGAS VEOLIA 5,8.0,10208.0,FTC - FUGA EN TUBERIA CENTRAL,HACIENDAS DE AGS. FRACC.,HACIENDA EL MILAGRO 533    MZ-4 LT-25 - HACIENDAS DE AGS. FRACC.,",https://cloud.got-itsolutions.com/base/Tareas/ReportegenericoOrdenes/1525474827278","SE REPARA FTC, GENERA BA",17805699.0,,293328.0,293328.0,134.0,SECTOR 05/BLOQUE 08 - RUTA 519400,784015.085294,2422722.59858,25138.0,2020-07-13,2020-07-15,2 days,-29 days,1.782066,9.51,186.08679710314183
232,232,25531.0,2020-08-11,2020-08-11,2020-08-11,2020-08-11,FUGAS VEOLIA 5,8.0,10208.0,FTC - FUGA EN TUBERIA CENTRAL,OJOCALIENTE FRACC.,SE REPORTA FUGA EN MEDIO DE LA CALLE CON CARACTERÍSTICA DE FUENTE CON MUCHA PRESIÓN  TANQUE DE LOS JIMENEZ 244  912 - OJOCALIENTE FRACC.,"la fuga fue en frente al 242,https://cloud.got-itsolutions.com/base/Tareas/ReportegenericoOrdenes/1525474817782","SE REPARA FTC, GENERA BA",17885213.0,,221111.0,221111.0,103.0,SECTOR 05/BLOQUE 08 - RUTA 514602,783672.637317,2423193.61315,25531.0,2020-07-13,2020-07-15,2 days,-29 days,1.782066,9.51,257.60365524241615
233,233,25344.0,2020-08-12,2020-08-12,2020-08-12,2020-08-12,FUGAS VEOLIA 18,8.0,10208.0,FTC - FUGA EN TUBERIA CENTRAL,VALLE DE LOS CACTUS FRACC.,SE REPORTA FUGA EN MEDIO DE LA CALLE CON CARACTERÍSTICA DE FUENTE	RECINTO JOCONOSTLE  // VALLE DE LOS CACTUS,"la,https://cloud.got-itsolutions.com/base/Tareas/ReportegenericoOrdenes/1525474869690","SE REPARA FTC, GENERA BA",17944223.0,,42683.0,42683.0,381.0,SECTOR 11/BLOQUE 01 - RUTA 110014,786232.997206,2420525.27481,25344.0,2020-07-13,2020-07-15,2 days,-30 days,1.782066,9.51,235.62831274799157
234,234,25429.0,2020-08-12,2020-08-12,2020-08-12,2020-08-12,FUGAS VEOLIA 13,8.0,10208.0,FTC - FUGA EN TUBERIA CENTRAL,INSURGENTES COL.,S EPRESNETA FUGA EN MEDIOD E LA CALLE CON DIRECCION AL CENTEO DE SALUD ENFRENTE DEL 213GRAL. MATEO ALMANZA 213-23574750 - INSURGENTES COL.,"manguera. vieja,https://cloud.got-itsolutions.com/base/Tareas/ReportegenericoOrdenes/1525474858128","SE REPARA FTC, GENERA BA",17831731.0,,136081.0,136081.0,7.0,SECTOR 09/BLOQUE 02 - RUTA 913606,778037.363885,2418744.11163,25429.0,2020-07-13,2020-07-15,2 days,-30 days,1.782066,9.51,133.42255792586363
235,235,25345.0,2020-08-12,2020-08-12,2020-08-13,2020-08-13,CT - MANTTO. DE REDES,8.0,10208.0,FTC - FUGA EN TUBERIA CENTRAL,EL RIEGO COL.,,SE REPARO FUGA EN TOMA CENTRAL ARROYO 1.00*1.00      BANQUETA 1.00*.60,"SE REPARA FTC, GENERA BA",18012370.0,,104186.0,104186.0,48.0,SECTOR 05/BLOQUE 08 - RUTA 519200,783882.313227,2423361.59558,25345.0,2020-07-13,2020-07-15,2 days,-31 days,1.782066,9.51,269.9331071426492
236,236,25484.0,2020-08-13,2020-08-13,2020-08-13,2020-08-13,FUGAS VEOLIA 13,8.0,10208.0,FTC - FUGA EN TUBERIA CENTRAL,BOULEVARES 2DA. SECC. FRACC.,SE REALIZA REPORTE 4491143167 FABIA ORTEGA ACUÑA,"la manguera esta muy vieja,https://cloud.got-itsolutions.com/base/Tareas/ReportegenericoOrdenes/1525474895671","SE REPARA FTC, GENERA BA",17999174.0,,204247.0,204247.0,131.0,SECTOR 09/BLOQUE 03 - RUTA 914106,778396.18089,2419234.61362,25484.0,2020-07-13,2020-07-15,2 days,-31 days,1.782066,9.51,128.54569134366233
237,237,25367.0,2020-08-13,2020-08-13,2020-08-13,2020-08-13,FUGAS VEOLIA 14,8.0,10208.0,FTC - FUGA EN TUBERIA CENTRAL,VISTA DEL SOL FRACC.,"USUARIO REPORTA FUGA EN ARROYO VEHICULAR Y BANQUETA SE ESCUCHA CORRER DE AGUA, NO VISIBLE A SIMPLE VISTA","niguno,https://cloud.got-itsolutions.com/base/Tareas/ReportegenericoOrdenes/1525474914953","SE REPARA FTC, GENERA BA",17987984.0,,118941.0,118941.0,195.0,SECTOR 10/BLOQUE 02 - RUTA MO0052,782241.109552,2420080.33814,25367.0,2020-07-13,2020-07-15,2 days,-31 days,1.782066,9.51,304.93221802462284
238,238,25459.0,2020-08-13,2020-08-13,2020-08-13,2020-08-13,FUGAS VEOLIA 3,8.0,10208.0,FTC - FUGA EN TUBERIA CENTRAL,ORTEGA DOUGLAS COL.,SE PRESENTA FUAG EN MEDIO DE LA CALLE,"se reparo fuga en arroyo,https://cloud.got-itsolutions.com/base/Tareas/ReportegenericoOrdenes/1525474913320","SE REPARA FTC, GENERA BA",17832635.0,,233236.0,233236.0,62.0,SECTOR 05/BLOQUE 10 - RUTA 513010,782414.275399,2425297.9146,25459.0,2020-07-13,2020-07-15,2 days,-31 days,1.782066,9.51,380.8708430776421
239,239,25458.0,2020-08-13,2020-08-13,2020-08-13,2020-08-13,FUGAS VEOLIA 10,8.0,10208.0,FTC - FUGA EN TUBERIA CENTRAL,VILLAS DE LA CANTERA FRACC.,REPORTA FUGA EN TUBERIA CENTRAL,"fuga reparada,https://cloud.got-itsolutions.com/base/Tareas/ReportegenericoOrdenes/1525474918710","SE REPARA FTC, GENERA BA",17869556.0,,191862.0,191862.0,115.0,SECTOR 09/BLOQUE 01 - RUTA 917000,775217.410534,2419106.54987,25458.0,2020-07-13,2020-07-15,2 days,-31 days,1.782066,9.51,273.19480626228193
240,240,25533.0,2020-08-13,2020-08-13,2020-08-13,2020-08-13,FUGAS VEOLIA 5,8.0,10208.0,FTC - FUGA EN TUBERIA CENTRAL,VILLA LOMA DORADA FRACC.,"VILLA CLARA 717  MZ-34 LT-13, VILLA LOMA DORADA FRACC., FUGA EN ARROYO VEHICULAR, BROTE EN CRECIMIENTO, TEL 4492768956",",https://cloud.got-itsolutions.com/base/Tareas/ReportegenericoOrdenes/1525474909559","SE REPARA FTC, GENERA BA",17915527.0,,327509.0,327509.0,66.0,SECTOR 05/BLOQUE 13 - RUTA 508802,784495.009668,2427323.38245,25533.0,2020-07-13,2020-07-15,2 days,-31 days,1.782066,9.51,239.98735930683935
241,241,25640.0,2020-08-13,2020-08-13,2020-08-13,2020-08-13,CT - MANTTO. DE REDES,8.0,10208.0,FTC - FUGA EN TUBERIA CENTRAL,VILLA NTRA. SRA. A. SECC. SAN MARCOS FRACC.,"FERNAN GLZ DE ESLAVA 116   MZ-28 LT-11, VILLA NTRA. SRA. A. SECC. SAN MARCOS FRACC., FUGA EN ARROYO VEHICULAR, INDICA ALREDEDOR DE 15 DIAS DE AFECTACION","se le tuvo que realizar el cambio de toma fue al numero 115,https://cloud.got-itsolutions.com/base/Tareas/ReportegenericoOrdenes/1525474915500","SE REPARA FTC, GENERA BA",17960082.0,,281567.0,281567.0,35.0,SECTOR 05/BLOQUE 01 - RUTA 518702,782841.936849,2427210.55367,25640.0,2020-07-13,2020-07-15,2 days,-31 days,1.782066,9.51,337.7642969226575
242,242,25605.0,2020-08-14,2020-08-14,2020-08-14,2020-08-14,FUGAS VEOLIA 14,8.0,10208.0,FTC - FUGA EN TUBERIA CENTRAL,VISTA DEL SOL III SECC. FRACC.,"REPORTA FUGA EN TUBERIA CENTRAL / ANA MARIA DIAZ DE LEON ESCOBEDO 208    MZ-11 LT-46, VISTA DEL SOL III SECC. FRACC.","ninuno,https://cloud.got-itsolutions.com/base/Tareas/ReportegenericoOrdenes/1525474937898","SE REPARA FTC, GENERA BA",18012142.0,,258141.0,258141.0,53.0,SECTOR 10/BLOQUE 02 - RUTA MO0076,782326.731358,2420366.60923,25605.0,2020-07-13,2020-07-15,2 days,-32 days,1.782066,9.51,280.7244736368714
243,243,25498.0,2020-08-14,2020-08-14,2020-08-15,2020-08-15,CT - MANTTO. DE REDES,8.0,10208.0,FTC - FUGA EN TUBERIA CENTRAL,OJOCALIENTE FRACC.,,SE REPARO FUGA EN TOMA CENTRAL     ARROYO 2.50*1.00,"SE REPARA FTC, GENERA BA",18030513.0,,295704.0,295704.0,47.0,SECTOR 05/BLOQUE 08 - RUTA 514619,783302.28126,2422756.18875,25498.0,2020-07-21,2020-07-24,3 days,-25 days,14.107642,21.4,1585.3277291783677
244,244,25528.0,2020-08-14,2020-08-14,2020-08-14,2020-08-14,FUGAS VEOLIA 13,8.0,10208.0,FTC - FUGA EN TUBERIA CENTRAL,ESPAÑA COL.,SS EPRESNETA FUGA EN MEDIO DE ESTA AVENIDA DE LOS MAESTROS. ES MUY GRANDE LA FUGA ABASCA MAS 5 CASA. TOLEDO 101. 692 - ESPAÑA COL.,"se repara fuga,https://cloud.got-itsolutions.com/base/Tareas/ReportegenericoOrdenes/1525474947957","SE REPARA FTC, GENERA BA",17915453.0,,245060.0,245060.0,134.0,SECTOR 03/BLOQUE 01 - RUTA 310803,777608.573596,2419767.41109,25528.0,2020-07-13,2020-07-15,2 days,-32 days,1.782066,9.51,284.01487059533963
245,245,25692.0,2020-08-14,2020-08-14,2020-08-14,2020-08-14,FUGAS VEOLIA 10,8.0,10208.0,FTC - FUGA EN TUBERIA CENTRAL,GOMEZ PORTUGAL COL.,EN LA MISMA CALLE A LA ALTURA DE EL NUMERO 308 A MEDIA CALLE,"fuga reparada,https://cloud.got-itsolutions.com/base/Tareas/ReportegenericoOrdenes/1525474939104","SE REPARA FTC, GENERA BA",17988047.0,,15635.0,15635.0,179.0,SECTOR 05/BLOQUE 05 - RUTA 513703,782689.318478,2421218.89123,25692.0,2020-07-13,2020-07-15,2 days,-32 days,1.782066,9.51,332.8657743583496
246,246,25615.0,2020-08-15,2020-08-15,2020-08-14,2020-08-18,CT - MANTTO. DE REDES,8.0,10208.0,FTC - FUGA EN TUBERIA CENTRAL,VISTAS DE ORIENTE FRACC.,SE PRESENTA FUGA ABAJO DE LA BANQUETA POR DONDE ESTA LA COCHERA. V. VISTAS DE ORIENTE 403  MZ-9 LT-21107 - VISTAS DE ORIENTE FRACC.,SE REPARO FUGA EN TOMA CENTRAL BANQUETA 4.00*.60 INTERIOR 1.00*.70,"SE REPARA FTC, GENERA BA",18029461.0,,131936.0,131936.0,222.0,SECTOR 05/BLOQUE 07 - RUTA 520004,785494.26,2422124.515,25615.0,2020-07-21,2020-07-24,3 days,-28 days,14.107642,21.4,2331.738797209177
247,247,25358.0,2020-08-15,2020-08-15,2020-08-17,2020-08-17,CT - MANTTO. DE REDES,8.0,10208.0,FTC - FUGA EN TUBERIA CENTRAL,OJOCALIENTE FRACC.,,SE REPAPRO FUGA EN TUBERIA CENTRAL     ARROYO    3.00X1.00,"SE REPARA FTC, GENERA BA",18053847.0,,155209.0,155209.0,46.0,SECTOR 05/BLOQUE 08 - RUTA 514619,783304.470902,2422750.52655,25358.0,2020-07-21,2020-07-24,3 days,-27 days,14.107642,21.4,1588.603770860973
248,248,25697.0,2020-08-18,2020-08-18,2020-08-19,2020-08-19,CT - MANTTO. DE REDES,8.0,10208.0,FTC - FUGA EN TUBERIA CENTRAL,SANTA MARIA DE GALLARDO,,SE REPARO FUGA EN TOMA    ARROYO     1.60X.90      EMPEDRADO   2 SEÑALAMIENTOS,"SE REPARA FTC, GENERA BA",18110776.0,,59675.0,59675.0,6.0,SECTOR AR/BLOQUE 02 - RUTA R40400,798039.434938,2440754.21317,25697.0,2020-07-21,2020-07-24,3 days,-29 days,14.107642,21.4,470.56518522381197
249,249,25660.0,2020-08-18,2020-08-18,2020-08-18,2020-08-18,FUGAS VEOLIA 18,8.0,10208.0,FTC - FUGA EN TUBERIA CENTRAL,INFO. MORELOS FRACC.,SE REPORTA FUGA EN LA CALLE LA CUAL ES MUY GRANDE SOLICITA APOYO YA QUE LA FUGA ESTA DESDE AYER ANDADOR XEL HA 106,",https://cloud.got-itsolutions.com/base/Tareas/ReportegenericoOrdenes/1525475026631","SE REPARA FTC, GENERA BA",18030787.0,,316714.0,316714.0,120.0,SECTOR 10/BLOQUE 05 - RUTA MO0063,783595.551536,2420351.35146,25660.0,2020-07-21,2020-07-24,3 days,-28 days,14.107642,21.4,2041.8785658474271
250,250,25662.0,2020-08-18,2020-08-18,2020-08-18,2020-08-18,FUGAS VEOLIA 10,8.0,10208.0,FTC - FUGA EN TUBERIA CENTRAL,GOMEZ PORTUGAL COL.,"CRUZ DEL SUR 508, GOMEZ PORTUGAL COL., FUGA EN MEDIO DE ARROYO VEHICULAR","fuga reparada,https://cloud.got-itsolutions.com/base/Tareas/ReportegenericoOrdenes/1525475045731","SE REPARA FTC, GENERA BA",18053807.0,,207999.0,207999.0,201.0,SECTOR 05/BLOQUE 05 - RUTA 513703,782533.156209,2421236.17655,25662.0,2020-07-21,2020-07-24,3 days,-28 days,14.107642,21.4,1964.7199363912332
251,251,25680.0,2020-08-18,2020-08-18,2020-08-18,2020-08-18,FUGAS VEOLIA 16,8.0,10208.0,FTC - FUGA EN TUBERIA CENTRAL,PROF. J. GUADALUPE PERALTA G.,SE REPORTA FUGA EN MEDIO DE LA CALLE CON CARACTERÍSTICA DE FUENTE CON MUCHA PRESIÓN,"se reparo toma,https://cloud.got-itsolutions.com/base/Tareas/ReportegenericoOrdenes/1525475024296","SE REPARA FTC, GENERA BA",18053725.0,,127152.0,127152.0,157.0,SECTOR 11/BLOQUE 01 - RUTA 110004,785615.73472,2421067.27525,25680.0,2020-07-21,2020-07-24,3 days,-28 days,14.107642,21.4,1036.318955162359
252,252,25683.0,2020-08-19,2020-08-19,2020-08-19,2020-08-19,FUGAS VEOLIA 10,8.0,10208.0,FTC - FUGA EN TUBERIA CENTRAL,BONA GENS FRACC.,"FUGA EN ARROYO VEHICULAR CERCANO A BANQUETA, EN PROMEDIO DE 24 HRS CON BROTE VISIBLE PEQUEÑO Y HUMEDAD DURANTE EL DIA,","fuga reparada,https://cloud.got-itsolutions.com/base/Tareas/ReportegenericoOrdenes/1525475086720","SE REPARA FTC, GENERA BA",18053591.0,,245736.0,245736.0,189.0,SECTOR 05/BLOQUE 05 - RUTA 518000,782406.728708,2421622.13931,25683.0,2020-07-21,2020-07-24,3 days,-29 days,14.107642,21.4,1877.2941260709567
253,253,25669.0,2020-08-19,2020-08-19,2020-08-19,2020-08-19,FUGAS VEOLIA 16,8.0,10208.0,FTC - FUGA EN TUBERIA CENTRAL,PROF. J. GUADALUPE PERALTA G.,SE REPORTA FUGA EN MEDIO DE LA CALLE CON CARACTERÍSTICA DE FUENTE CON MUCHA PRESIÓN  AV. PROCERES DE LA ENSEÑANZA 1008  MZ-64 LT-45 943 - PROF. J. GUADALUPE PERALTA G.,"se reparo toma,https://cloud.got-itsolutions.com/base/Tareas/ReportegenericoOrdenes/1525475063332","SE REPARA FTC, GENERA BA",18084473.0,,91462.0,91462.0,167.0,SECTOR 11/BLOQUE 01 - RUTA 110004,785574.483219,2421041.92148,25669.0,2020-07-21,2020-07-24,3 days,-29 days,14.107642,21.4,1064.7292690021593
254,254,24613.0,2020-08-20,2020-08-20,2020-08-20,2020-08-20,FUGAS VEOLIA 2,8.0,10208.0,FTC - FUGA EN TUBERIA CENTRAL,OJOCALIENTE FRACC.,"EL GUARDA 110.||EN ARROYO VEHICULAR, ABARCA 15 CUADRAS.||","fuga se rejiatro en el guarda 112 la cual ya fue reparada en tubería sentral,https://cloud.got-itsolutions.com/base/Tareas/ReportegenericoOrdenes/1525475115013","SE REPARA FTC, GENERA BA",18029387.0,,28817.0,28817.0,154.0,SECTOR 05/BLOQUE 08 - RUTA 514617,783907.067786,2422032.93684,24613.0,2020-07-21,2020-07-24,3 days,-30 days,14.107642,21.4,773.7299189067578
255,255,24618.0,2020-08-20,2020-08-20,2020-08-20,2020-08-20,FUGAS VEOLIA 14,8.0,10208.0,FTC - FUGA EN TUBERIA CENTRAL,CASA BLANCA FRACC.,SE REGISTRA FUGA,"nijuno ,https://cloud.got-itsolutions.com/base/Tareas/ReportegenericoOrdenes/1525475098285","SE REPARA FTC, GENERA BA",18054489.0,,256623.0,256623.0,160.0,SECTOR 10/BLOQUE 02 - RUTA MO0019,781537.962787,2419475.80169,24618.0,2020-07-21,2020-07-24,3 days,-30 days,14.107642,21.4,1447.9873440480658
256,256,24537.0,2020-08-20,2020-08-20,2020-08-20,2020-08-20,FUGAS VEOLIA 14,8.0,10208.0,FTC - FUGA EN TUBERIA CENTRAL,MORELOS I FRACC.,SE GENERA FOLIO POR REPORTE,"nijuno,https://cloud.got-itsolutions.com/base/Tareas/ReportegenericoOrdenes/1525475106854","SE REPARA FTC, GENERA BA",18110895.0,,194832.0,194832.0,268.0,SECTOR 10/BLOQUE 03 - RUTA MO0004,782852.319831,2419318.46005,24537.0,2020-07-21,2020-07-24,3 days,-30 days,14.107642,21.4,2103.4085519076652
257,257,25350.0,2020-08-20,2020-08-20,2020-08-20,2020-08-20,FUGAS VEOLIA 2,8.0,10208.0,FTC - FUGA EN TUBERIA CENTRAL,OJOCALIENTE FRACC.,"EL GUARDA 112 / OJOCALIENTE FRACC.    ,,  REPORTAN FUGA SOBRE ARROLLO VEHICULAR",",https://cloud.got-itsolutions.com/base/Tareas/ReportegenericoOrdenes/1525475115424","SE REPARA FTC, GENERA BA",18084521.0,,41535.0,41535.0,153.0,SECTOR 05/BLOQUE 08 - RUTA 514617,783910.599248,2422037.70177,25350.0,2020-07-21,2020-07-24,3 days,-30 days,14.107642,21.4,771.0538741350035
258,258,25762.0,2020-08-20,2020-08-20,2020-08-21,2020-08-21,CT - MANTTO. DE REDES,8.0,10208.0,FTC - FUGA EN TUBERIA CENTRAL,REAL DE HACIENDAS FRACC.,,SE REPARO FUGA EN TOMA CENTRAL ARROYO 1.70*.70 BANQUETA 1.00*.40,"SE REPARA FTC, GENERA BA",18167570.0,,281752.0,281752.0,260.0,SECTOR 12/BLOQUE 01 - RUTA 120601,785068.20435,2423021.0374,25762.0,2020-07-21,2020-07-24,3 days,-31 days,14.107642,21.4,1585.107088007563
259,259,25705.0,2020-08-20,2020-08-20,2020-08-20,2020-08-20,FUGAS VEOLIA 10,8.0,10208.0,FTC - FUGA EN TUBERIA CENTRAL,GOMEZ PORTUGAL COL.,REPORTA FUGA EN TUBERIA CENTRAL,"fuga reparada,https://cloud.got-itsolutions.com/base/Tareas/ReportegenericoOrdenes/1525475109148","SE REPARA FTC, GENERA BA",18110634.0,,167788.0,167788.0,65.0,SECTOR 05/BLOQUE 05 - RUTA 513704,782753.650656,2421129.90457,25705.0,2020-07-21,2020-07-24,3 days,-30 days,14.107642,21.4,1915.5531350923193
260,260,25790.0,2020-08-20,2020-08-20,2020-08-21,2020-08-21,CT - MANTTO. DE REDES,8.0,10208.0,FTC - FUGA EN TUBERIA CENTRAL,ESPAÑA COL.,,SE REPARO FUGA EN TUBERIA CENTRAL  ARROYO    4.00X.80,"SE REPARA FTC, GENERA BA",18167765.0,,245060.0,245060.0,134.0,SECTOR 03/BLOQUE 01 - RUTA 310803,777608.573596,2419767.41109,25790.0,2020-07-21,2020-07-24,3 days,-31 days,14.107642,21.4,276.75636072618096
261,261,25348.0,2020-08-20,2020-08-20,2020-08-20,2020-08-20,FUGAS VEOLIA 16,8.0,10208.0,FTC - FUGA EN TUBERIA CENTRAL,VILLAS DEL AJEDREZ FRACC.,SE REPORTA FUGA EN MEDIO DE LA CALLE CON CARACTERÍSTICA DE FUENTE CON MUCHA PRESIÓN  DE LA ESTRATEGIA 105  1086 - VILLAS DEL AJEDREZ FRACC.,"se repararon dos tomas de 1/2 ,https://cloud.got-itsolutions.com/base/Tareas/ReportegenericoOrdenes/1525475112829","SE REPARA FTC, GENERA BA",18030559.0,,87233.0,87233.0,161.0,SECTOR 10/BLOQUE 04 - RUTA MO0113,783872.559045,2418291.23267,25348.0,2020-07-21,2020-07-24,3 days,-30 days,14.107642,21.4,1428.2925106035368
262,262,24772.0,2020-08-21,2020-08-21,2020-08-22,2020-08-22,CT - MANTTO. DE REDES,8.0,10208.0,FTC - FUGA EN TUBERIA CENTRAL,MIRAVALLE COL.,,SE REPARO FUGA EN TOMA CENTRAL       ARROYO 1.50*1.00,"SE REPARA FTC, GENERA BA",18168252.0,,301830.0,301830.0,21.0,SECTOR 07/BLOQUE 01 - RUTA 708901,778115.964684,2423209.38623,24772.0,2020-07-21,2020-07-24,3 days,-32 days,14.107642,21.4,287.5485020200764
